Weights,PortfolioReturn,PortfolioVariance,SharpeRatio
"[1.0, 0.0, 0.0]",0.7892372389294345,0.0015056706081618256,20.33960816800543
"[0.95, 0.05, 0.0]",0.8400937575560046,0.001519836746987137,21.549107478037772
"[0.95, 0.0, 0.05]",0.8220339822643322,0.0015467531094882725,20.90158749496223
"[0.9, 0.1, 0.0]",0.8909502761825745,0.0015385256005233947,22.71439130691135
"[0.9, 0.05, 0.05]",0.8728905008909023,0.0015632883406972694,22.077008402890044
"[0.9, 0.0, 0.1]",0.85483072559923,0.001602065278623929,21.356988793755313
"[0.85, 0.15, 0.0]",0.9418067948091445,0.0015617371687705983,23.83185490819159
"[0.85, 0.1, 0.05]",0.9237470195174722,0.001584346286617212,23.2074805423007
"[0.85, 0.05, 0.1]",0.9056872442258,0.0016209696022166107,22.495249573697496
"[0.85, 0.0, 0.15]",0.8876274689341277,0.001671607115568794,21.710190190441928
"[0.8, 0.2, 0.0]",0.9926633134357146,0.0015894714517287489,24.898638835615944
"[0.8, 0.15, 0.05]",0.9746035381440422,0.0016099269472481014,24.28985368863696
"[0.8, 0.1, 0.1]",0.95654376285237,0.001644396640520239,23.58856675069369
"[0.8, 0.05, 0.15]",0.9384839875606977,0.001692880531545161,22.809392146486626
"[0.8, 0.0, 0.2]",0.9204242122690255,0.0017553786203228685,21.968612689078782
"[0.75, 0.25, 0.0]",1.0435198320622845,0.0016217284493978451,25.912638687847345
"[0.75, 0.2, 0.05]",1.0254600567706122,0.0016400303225899365,25.321697116147472
"[0.75, 0.15, 0.1]",1.00740028147894,0.0016723463935348134,24.63422755827915
"[0.75, 0.1, 0.15]",0.9893405061872677,0.0017186766622324745,23.864300042543945
"[0.75, 0.05, 0.2]",0.9712807308955955,0.0017790211286829206,23.027893905006877
"[0.75, 0.0, 0.25]",0.9532209556039232,0.0018533797928861513,22.141720765454846
"[0.7, 0.3, 0.0]",1.0943763506888544,0.0016585081617778875,26.87248894483788
"[0.7, 0.25, 0.05]",1.076316575397182,0.0016746564126427182,26.30129728211693
"[0.7, 0.2, 0.1]",1.05825680010551,0.0017048188612603338,25.630197162994364
"[0.7, 0.15, 0.15]",1.0401970248138377,0.001748995507630734,24.872604275884324
"[0.7, 0.1, 0.2]",1.0221372495221652,0.001807186351753919,24.044056866867418
"[0.7, 0.05, 0.25]",1.0040774742304932,0.0018793913936298889,23.161069364216928
"[0.7, 0.0, 0.3]",0.9860176989388207,0.0019656106332586435,22.240060489931484
"[0.65, 0.35, 0.0]",1.1452328693154243,0.0016998105888688766,27.777524482713872
"[0.65, 0.3, 0.05]",1.127173094023752,0.0017138052174064462,27.227632688021128
"[0.65, 0.25, 0.1]",1.1091133187320799,0.001741814043696801,26.57510729458059
"[0.65, 0.2, 0.15]",1.0910535434404078,0.00178383706773994,25.832620981791287
"[0.65, 0.15, 0.2]",1.0729937681487354,0.0018398742895358643,25.015150743722273
"[0.65, 0.1, 0.25]",1.0549339928570631,0.0019099257090845732,24.13887630946058
"[0.65, 0.05, 0.3]",1.0368742175653909,0.0019939913263860667,23.22011911283027
"[0.65, 0.0, 0.35]",1.0188144422737186,0.0020920711414403447,22.274443798002082
"[0.6, 0.4, 0.0]",1.1960893879419945,0.0017456357306708118,28.627724284863334
"[0.6, 0.35, 0.05]",1.178029612650322,0.0017574767368811201,28.100329673158416
"[0.6, 0.3, 0.1]",1.1599698373586498,0.0017833319408442137,27.468225390521113
"[0.6, 0.25, 0.15]",1.1419100620669778,0.001823201342560092,26.74327460788038
"[0.6, 0.2, 0.2]",1.1238502867753053,0.0018770849420287553,25.939792507322935
"[0.6, 0.15, 0.25]",1.105790511483633,0.0019449827392502032,25.073501275501552
"[0.6, 0.1, 0.3]",1.0877307361919608,0.0020268947342244356,24.160493641064484
"[0.6, 0.05, 0.35]",1.0696709609002886,0.002122820926951453,23.21632772635102
"[0.6, 0.0, 0.4]",1.0516111856086163,0.002232761317431255,22.255330453433476
"[0.55, 0.45, 0.0]",1.2469459065685644,0.001795983587183693,29.42364229113908
"[0.55, 0.4, 0.05]",1.2288861312768922,0.0018056709710667408,28.919603539916043
"[0.55, 0.35, 0.1]",1.2108263559852197,0.001829372552702573,28.309407912944273
"[0.55, 0.3, 0.15]",1.1927665806935477,0.0018670883320911905,27.604064273337404
"[0.55, 0.25, 0.2]",1.1747068054018754,0.001918818309232593,26.817146087275603
"[0.55, 0.2, 0.25]",1.1566470301102032,0.00198456248412678,25.963812156423632
"[0.55, 0.15, 0.3]",1.138587254818531,0.0020643208567737515,25.05980676470076
"[0.55, 0.1, 0.35]",1.1205274795268585,0.0021580934271735078,24.12056022439156
"[0.55, 0.05, 0.4]",1.1024677042351865,0.002265880195326049,23.160471916627134
"[0.55, 0.0, 0.45]",1.084407928943514,0.0023876811612313746,22.1924125883506
"[0.5, 0.5, 0.0]",1.2978024251951343,0.0018508541584075205,30.166330293974163
"[0.5, 0.45, 0.05]",1.279742649903462,0.0018583879199633073,29.68618960906267
"[0.5, 0.4, 0.1]",1.2616828746117899,0.001879935879271879,29.09904190302434
"[0.5, 0.35, 0.15]",1.2436230993201176,0.001915498036333235,28.41501728552166
"[0.5, 0.3, 0.2]",1.2255633240284454,0.001965074391147376,27.646888300884974
"[0.5, 0.25, 0.25]",1.2075035487367731,0.0020286649437143024,26.809162896132435
"[0.5, 0.2, 0.3]",1.1894437734451009,0.002106269694034013,25.917131227021354
"[0.5, 0.15, 0.35]",1.1713839981534284,0.002197888642106508,24.985983257073983
"[0.5, 0.1, 0.4]",1.1533242228617564,0.0023035217879317886,24.0300819154183
"[0.5, 0.05, 0.45]",1.135264447570084,0.0024231691315098535,23.062435747475377
"[0.5, 0.0, 0.5]",1.1172046722784117,0.0025568306728407032,22.094376964583986
"[0.45, 0.55, 0.0]",1.3486589438217045,0.0019102474443422944,30.85725739296753
"[0.45, 0.5, 0.05]",1.330599168530032,0.00191562758357082,30.401268621771386
"[0.45, 0.45, 0.1]",1.3125393932383598,0.0019350219205521307,29.83797887546115
"[0.45, 0.4, 0.15]",1.2944796179466878,0.001968430455286226,29.17663341659644
"[0.45, 0.35, 0.2]",1.2764198426550153,0.002015853187773106,28.42916453730736
"[0.45, 0.3, 0.25]",1.258360067363343,0.002077290118012771,27.60936069052482
"[0.45, 0.25, 0.3]",1.2403002920716708,0.0021527412460052207,26.731967843702144
"[0.45, 0.2, 0.35]",1.2222405167799986,0.002242206571750455,25.811834137946768
"[0.45, 0.15, 0.4]",1.2041807414883263,0.0023456860952484745,24.863183229095636
"[0.45, 0.1, 0.45]",1.186120966196654,0.002463179816499278,23.899065749230086
"[0.45, 0.05, 0.5]",1.1680611909049818,0.002594687735502867,22.93100268225233
"[0.45, 0.0, 0.55]",1.1500014156133096,0.002740209852259241,21.96880647911716
"[0.4, 0.6, 0.0]",1.3995154624482744,0.001974163444988014,31.498229872338552
"[0.4, 0.55, 0.05]",1.3814556871566022,0.001977389961889279,31.066390436111035
"[0.4, 0.5, 0.1]",1.3633959118649297,0.0019946306765433286,30.527464890048943
"[0.4, 0.45, 0.15]",1.3453361365732577,0.002025885588950163,29.889823478418172
"[0.4, 0.4, 0.2]",1.3272763612815854,0.002071154699109782,29.16453728478468
"[0.4, 0.35, 0.25]",1.309216585989913,0.002130438007022186,28.364625108926283
"[0.4, 0.3, 0.3]",1.2911568106982407,0.002203735512687375,27.50421506768737
"[0.4, 0.25, 0.35]",1.2730970354065685,0.002291047216105348,26.5977247285743
"[0.4, 0.2, 0.4]",1.2550372601148962,0.0023923731172761065,25.65914392169106
"[0.4, 0.15, 0.45]",1.236977484823224,0.0025077132161996493,24.701473481771046
"[0.4, 0.1, 0.5]",1.2189177095315518,0.0026370675128759772,23.73634046185151
"[0.4, 0.05, 0.55]",1.2008579342398795,0.0027804360073050904,22.77378308693732
"[0.4, 0.0, 0.6]",1.1827981589482073,0.002937818699486987,21.822180538939577
"[0.35, 0.65, 0.0]",1.4503719810748443,0.0020426021603446804,32.091314583210455
"[0.35, 0.6, 0.05]",1.4323122057831719,0.002043675054918684,31.68339931365797
"[0.35, 0.55, 0.1]",1.4142524304914998,0.0020587621472454728,31.16907015439974
"[0.35, 0.5, 0.15]",1.3961926551998276,0.002087863437325046,30.555845437051296
"[0.35, 0.45, 0.2]",1.3781328799081554,0.002130978925157404,29.85393047175042
"[0.35, 0.4, 0.25]",1.360073104616483,0.002188108610742547,29.075541715348308
"[0.35, 0.35, 0.3]",1.3420133293248107,0.002259252494080475,28.234132222714113
"[0.35, 0.3, 0.35]",1.3239535540331384,0.0023444105751711875,27.34361395373291
"[0.35, 0.25, 0.4]",1.3058937787414662,0.002443582854014685,26.41765829121177
"[0.35, 0.2, 0.45]",1.287834003449794,0.0025567693306109665,25.469130212318472
"[0.35, 0.15, 0.5]",1.2697742281581217,0.0026839700049600336,24.509682150016264
"[0.35, 0.1, 0.55]",1.2517144528664494,0.0028251848770618855,23.54950757632504
"[0.35, 0.05, 0.6]",1.2336546775747772,0.0029804139469165212,22.597235737673888
"[0.35, 0.0, 0.65]",1.215594902283105,0.0031496572145239426,21.65993877428503
"[0.3, 0.7, 0.0]",1.5012284997014143,0.0021155635904122924,32.63876809507495
"[0.3, 0.65, 0.05]",1.483168724409742,0.002114482862659036,32.2543633551914
"[0.3, 0.6, 0.1]",1.4651089491180698,0.002127416332658563,31.764620900616514
"[0.3, 0.55, 0.15]",1.4470491738263977,0.002154364000410876,31.17624085211056
"[0.3, 0.5, 0.2]",1.4289893985347253,0.0021953258659159727,30.498572301139394
